Identificador de la publicación,Nombre de usuario de la cuenta,Descripción,Hora de publicación,Enlace permanente,Tipo de publicación,Visualizaciones,Alcance,Me gusta,Veces que se compartió,Comentarios,Veces que se guardó,Seguimientos
18454880995107584,lentesplus.latam,,05/01/2026 08:03,https://www.instagram.com/stories/lentesplus.latam/3887513926418970440,Historia de Instagram,87,69,0,0,,,
17984315972994302,lentesplus.latam,,05/01/2026 08:02,https://www.instagram.com/stories/lentesplus.latam/3887513788250793572,Historia de Instagram,90,73,0,0,,,
17971754958031170,lentesplus.latam,,05/01/2026 08:02,https://www.instagram.com/stories/lentesplus.latam/3887513672906223777,Historia de Instagram,91,75,0,0,,,
18308808718302726,lentesplus.latam,,05/01/2026 08:02,https://www.instagram.com/stories/lentesplus.latam/3887513556951240535,Historia de Instagram,91,77,0,0,,,
17932276323068958,lentesplus.latam,,05/01/2026 08:02,https://www.instagram.com/stories/lentesplus.latam/3887513449215721866,Historia de Instagram,89,77,0,0,,,
17950110240139350,lentesplus.latam,,05/01/2026 08:02,https://www.instagram.com/stories/lentesplus.latam/3887513344442406109,Historia de Instagram,92,78,0,0,,,
18099706031009870,lentesplus.latam,,05/01/2026 08:01,https://www.instagram.com/stories/lentesplus.latam/3887513237831596114,Historia de Instagram,95,82,0,0,,,
17869735905511180,lentesplus.latam,,05/01/2026 08:01,https://www.instagram.com/stories/lentesplus.latam/3887513116759216316,Historia de Instagram,123,105,0,0,,,
17863137753653171,lentesplus.latam,,04/27/2026 13:25,https://www.instagram.com/stories/lentesplus.latam/3884776931506023193,Historia de Instagram,91,78,0,0,,,
18562187455070936,lentesplus.latam,,04/27/2026 13:25,https://www.instagram.com/stories/lentesplus.latam/3884776877844075938,Historia de Instagram,93,81,0,0,,,
18326513557264353,lentesplus.latam,,04/27/2026 13:25,https://www.instagram.com/stories/lentesplus.latam/3884776826312867631,Historia de Instagram,94,82,0,0,,,
18110835820865870,lentesplus.latam,,04/27/2026 13:24,https://www.instagram.com/stories/lentesplus.latam/3884776758843313387,Historia de Instagram,98,84,0,0,,,
18182489308384591,lentesplus.latam,,04/27/2026 13:24,https://www.instagram.com/stories/lentesplus.latam/3884776690476187369,Historia de Instagram,100,85,0,0,,,
18059697428465997,lentesplus.latam,,04/27/2026 13:24,https://www.instagram.com/stories/lentesplus.latam/3884776618568983215,Historia de Instagram,107,89,0,0,,,
17922840564332748,lentesplus.latam,,04/27/2026 13:24,https://www.instagram.com/stories/lentesplus.latam/3884776557592217208,Historia de Instagram,110,93,0,0,,,
17877145941583107,lentesplus.latam,,04/27/2026 13:24,https://www.instagram.com/stories/lentesplus.latam/3884776453917438244,Historia de Instagram,129,116,0,0,,,
18388300981090690,lentesplus.latam,,04/24/2026 10:44,https://www.instagram.com/stories/lentesplus.latam/3882521637367468487,Historia de Instagram,75,58,0,0,,,
18456947029104011,lentesplus.latam,,04/24/2026 10:44,https://www.instagram.com/stories/lentesplus.latam/3882521560133585871,Historia de Instagram,76,62,0,0,,,
17878076868575209,lentesplus.latam,,04/24/2026 10:44,https://www.instagram.com/stories/lentesplus.latam/3882521479175113706,Historia de Instagram,76,64,0,0,,,
18130067659562504,lentesplus.latam,,04/24/2026 10:44,https://www.instagram.com/stories/lentesplus.latam/3882521413173558060,Historia de Instagram,78,66,0,0,,,
17867130276533912,lentesplus.latam,,04/24/2026 10:43,https://www.instagram.com/stories/lentesplus.latam/3882521329161606388,Historia de Instagram,85,66,0,0,,,
18387206230093918,lentesplus.latam,,04/24/2026 10:43,https://www.instagram.com/stories/lentesplus.latam/3882521257288059542,Historia de Instagram,81,68,0,0,,,
17858319984689060,lentesplus.latam,,04/24/2026 10:43,https://www.instagram.com/stories/lentesplus.latam/3882521187368978701,Historia de Instagram,82,72,0,0,,,
17938704099036625,lentesplus.latam,,04/24/2026 10:43,https://www.instagram.com/stories/lentesplus.latam/3882521120369191715,Historia de Instagram,93,84,0,0,,,
18046869026527015,lentesplus.latam,,04/22/2026 13:23,https://www.instagram.com/stories/lentesplus.latam/3881152097295046925,Historia de Instagram,66,56,0,0,,,
17996971412763738,lentesplus.latam,,04/22/2026 13:23,https://www.instagram.com/stories/lentesplus.latam/3881151948372087668,Historia de Instagram,69,59,0,0,,,
18099754861823832,lentesplus.latam,,04/22/2026 13:22,https://www.instagram.com/stories/lentesplus.latam/3881151783334619290,Historia de Instagram,72,63,0,0,,,
17941977408017155,lentesplus.latam,,04/22/2026 13:22,https://www.instagram.com/stories/lentesplus.latam/3881151643588765901,Historia de Instagram,74,65,0,0,,,
18211014208321107,lentesplus.latam,,03/17/2026 08:39,https://www.instagram.com/stories/lentesplus.latam/3854917153275566865,Historia de Instagram,110,85,0,0,,,
17903968464220100,lentesplus.latam,,03/17/2026 08:39,https://www.instagram.com/stories/lentesplus.latam/3854917081888456744,Historia de Instagram,113,90,0,0,,,
18150945217461812,lentesplus.latam,,04/22/2026 13:21,https://www.instagram.com/stories/lentesplus.latam/3881151331398362705,Historia de Instagram,80,70,0,0,,,
17928877032259384,lentesplus.latam,,04/22/2026 13:21,https://www.instagram.com/stories/lentesplus.latam/3881151175143756022,Historia de Instagram,82,71,0,0,,,
18044235539766596,lentesplus.latam,,04/22/2026 13:21,https://www.instagram.com/stories/lentesplus.latam/3881151030557674952,Historia de Instagram,108,89,0,0,,,
18036526238628578,lentesplus.latam,,04/21/2026 11:02,https://www.instagram.com/stories/lentesplus.latam/3880356241784604132,Historia de Instagram,193,159,0,0,,,
17894638947311594,lentesplus.latam,,04/20/2026 10:04,https://www.instagram.com/stories/lentesplus.latam/3879602465108147725,Historia de Instagram,78,68,0,0,,,
17882392602542510,lentesplus.latam,,04/20/2026 10:04,https://www.instagram.com/stories/lentesplus.latam/3879602371106215043,Historia de Instagram,80,71,0,0,,,
17943178848011913,lentesplus.latam,,04/20/2026 10:04,https://www.instagram.com/stories/lentesplus.latam/3879602250796965770,Historia de Instagram,87,74,0,0,,,
18112380109796397,lentesplus.latam,,04/20/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3879602139488461819,Historia de Instagram,90,75,0,0,,,
18091014026184998,lentesplus.latam,,04/20/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3879602031342583109,Historia de Instagram,93,79,0,0,,,
18007756703888827,lentesplus.latam,,04/20/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3879601936031768984,Historia de Instagram,101,86,0,0,,,
18047957870735675,lentesplus.latam,,04/20/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3879601825293196186,Historia de Instagram,109,92,0,0,,,
18080402048439824,lentesplus.latam,,04/20/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3879601698617371362,Historia de Instagram,126,111,0,0,,,
18113201323766665,lentesplus.latam,,04/17/2026 10:48,https://www.instagram.com/stories/lentesplus.latam/3877450011110130922,Historia de Instagram,77,63,0,0,,,
18063779450371430,lentesplus.latam,,04/17/2026 10:47,https://www.instagram.com/stories/lentesplus.latam/3877449957339141655,Historia de Instagram,83,70,0,0,,,
18118881628629154,lentesplus.latam,,04/17/2026 10:47,https://www.instagram.com/stories/lentesplus.latam/3877449892839102009,Historia de Instagram,84,70,0,0,,,
17890995309460252,lentesplus.latam,,04/17/2026 10:47,https://www.instagram.com/stories/lentesplus.latam/3877449839982488108,Historia de Instagram,92,72,0,0,,,
18217611331318297,lentesplus.latam,,04/17/2026 10:47,https://www.instagram.com/stories/lentesplus.latam/3877449767613962527,Historia de Instagram,104,74,0,0,,,
18074149052222127,lentesplus.latam,,04/17/2026 10:47,https://www.instagram.com/stories/lentesplus.latam/3877449717064228598,Historia de Instagram,104,76,0,0,,,
18081509690454640,lentesplus.latam,,04/17/2026 10:47,https://www.instagram.com/stories/lentesplus.latam/3877449660776648685,Historia de Instagram,105,82,0,0,,,
17946992934153509,lentesplus.latam,,04/17/2026 10:47,https://www.instagram.com/stories/lentesplus.latam/3877449597216171366,Historia de Instagram,118,95,0,0,,,
18118739104637243,lentesplus.latam,,04/15/2026 14:05,https://www.instagram.com/stories/lentesplus.latam/3876099897593726014,Historia de Instagram,136,117,0,0,,,
18106535786494780,lentesplus.latam,,04/15/2026 09:31,https://www.instagram.com/stories/lentesplus.latam/3875961819353640395,Historia de Instagram,90,77,0,0,,,
17891636790456996,lentesplus.latam,,04/15/2026 09:31,https://www.instagram.com/stories/lentesplus.latam/3875961746699847325,Historia de Instagram,91,80,0,0,,,
17987432618979938,lentesplus.latam,,04/15/2026 09:31,https://www.instagram.com/stories/lentesplus.latam/3875961694573099477,Historia de Instagram,92,83,0,0,,,
17863792338546018,lentesplus.latam,,04/15/2026 09:30,https://www.instagram.com/stories/lentesplus.latam/3875961641909368225,Historia de Instagram,95,84,0,0,,,
17847349161692509,lentesplus.latam,,04/15/2026 09:30,https://www.instagram.com/stories/lentesplus.latam/3875961583314929386,Historia de Instagram,106,86,0,0,,,
17884176666482145,lentesplus.latam,,04/15/2026 09:30,https://www.instagram.com/stories/lentesplus.latam/3875961534258357669,Historia de Instagram,109,88,0,0,,,
18582232084005571,lentesplus.latam,,04/15/2026 09:30,https://www.instagram.com/stories/lentesplus.latam/3875961481619850342,Historia de Instagram,108,93,0,0,,,
17863989348672669,lentesplus.latam,,04/15/2026 09:30,https://www.instagram.com/stories/lentesplus.latam/3875961409117127679,Historia de Instagram,123,107,0,0,,,
18099759308317026,lentesplus.latam,,04/13/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3874528611122618713,Historia de Instagram,86,77,0,0,,,
17950350885128857,lentesplus.latam,,04/13/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3874528473834807436,Historia de Instagram,92,80,0,0,,,
18073789265235848,lentesplus.latam,,04/13/2026 10:03,https://www.instagram.com/stories/lentesplus.latam/3874528352174793533,Historia de Instagram,91,81,0,0,,,
18088876379185474,lentesplus.latam,,04/13/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3874528229802116499,Historia de Instagram,99,83,0,0,,,
17921608167301854,lentesplus.latam,,04/13/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3874528125866883080,Historia de Instagram,111,83,0,0,,,
18083279177374347,lentesplus.latam,,04/13/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3874528019037917130,Historia de Instagram,108,88,0,0,,,
18093822413150643,lentesplus.latam,,04/13/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3874527865425784448,Historia de Instagram,115,94,0,0,,,
17927963073256201,lentesplus.latam,,04/13/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3874527729748334953,Historia de Instagram,143,118,0,0,,,
17983710257980010,lentesplus.latam,,04/10/2026 13:37,https://www.instagram.com/stories/lentesplus.latam/3872462103781780170,Historia de Instagram,79,69,0,0,,,
18442049635119926,lentesplus.latam,,04/10/2026 13:37,https://www.instagram.com/stories/lentesplus.latam/3872462028217239634,Historia de Instagram,86,72,0,0,,,
18109478608864828,lentesplus.latam,,04/10/2026 13:37,https://www.instagram.com/stories/lentesplus.latam/3872461943978798180,Historia de Instagram,85,72,0,0,,,
18044522135779540,lentesplus.latam,,04/10/2026 13:37,https://www.instagram.com/stories/lentesplus.latam/3872461845823699211,Historia de Instagram,89,77,0,0,,,
18519860371075229,lentesplus.latam,,04/10/2026 13:37,https://www.instagram.com/stories/lentesplus.latam/3872461768547831521,Historia de Instagram,95,80,0,0,,,
18110251003832169,lentesplus.latam,,04/10/2026 13:37,https://www.instagram.com/stories/lentesplus.latam/3872461698419075793,Historia de Instagram,100,85,0,0,,,
17930336814071896,lentesplus.latam,,04/10/2026 13:37,https://www.instagram.com/stories/lentesplus.latam/3872461621915014386,Historia de Instagram,99,86,0,0,,,
18315864145281559,lentesplus.latam,,04/10/2026 13:36,https://www.instagram.com/stories/lentesplus.latam/3872461532551160490,Historia de Instagram,117,103,0,0,,,
18116561125656532,lentesplus.latam,,04/08/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3870904293934602629,Historia de Instagram,73,64,0,0,,,
18149904760474777,lentesplus.latam,,04/08/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3870904181342668550,Historia de Instagram,77,66,0,0,,,
18067981637392572,lentesplus.latam,,04/08/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3870904042754534479,Historia de Instagram,84,69,0,0,,,
17992581098949423,lentesplus.latam,,04/08/2026 10:02,https://www.instagram.com/stories/lentesplus.latam/3870903910650688454,Historia de Instagram,88,69,0,0,,,
18060394124407338,lentesplus.latam,,04/08/2026 10:01,https://www.instagram.com/stories/lentesplus.latam/3870903779620661805,Historia de Instagram,93,68,0,0,,,
17914450938161314,lentesplus.latam,,04/08/2026 10:01,https://www.instagram.com/stories/lentesplus.latam/3870903664461840932,Historia de Instagram,90,68,0,0,,,
17846569560695995,lentesplus.latam,,04/08/2026 10:01,https://www.instagram.com/stories/lentesplus.latam/3870903543112266463,Historia de Instagram,93,76,0,0,,,
18072950786222672,lentesplus.latam,,04/08/2026 10:01,https://www.instagram.com/stories/lentesplus.latam/3870903399172129578,Historia de Instagram,109,89,0,0,,,
18092312936126988,lentesplus.latam,,04/07/2026 14:24,https://www.instagram.com/stories/lentesplus.latam/3870311163230281295,Historia de Instagram,249,200,2,1,,,
18590815855057232,lentesplus.latam,,04/06/2026 10:22,https://www.instagram.com/stories/lentesplus.latam/3869464646734800304,Historia de Instagram,94,70,0,0,,,
18387519244086473,lentesplus.latam,,04/06/2026 10:22,https://www.instagram.com/stories/lentesplus.latam/3869464575205118097,Historia de Instagram,100,75,0,0,,,
18069721130291963,lentesplus.latam,,04/06/2026 10:22,https://www.instagram.com/stories/lentesplus.latam/3869464475616116840,Historia de Instagram,103,77,0,0,,,
17916793158146480,lentesplus.latam,,04/06/2026 10:22,https://www.instagram.com/stories/lentesplus.latam/3869464408540816850,Historia de Instagram,117,80,0,0,,,
18116573035645091,lentesplus.latam,,04/06/2026 10:21,https://www.instagram.com/stories/lentesplus.latam/3869464344920877734,Historia de Instagram,119,83,0,0,,,
17956031079089782,lentesplus.latam,,04/06/2026 10:21,https://www.instagram.com/stories/lentesplus.latam/3869464263426140822,Historia de Instagram,113,87,0,0,,,
18078182798126884,lentesplus.latam,,04/06/2026 10:21,https://www.instagram.com/stories/lentesplus.latam/3869464193993781307,Historia de Instagram,144,111,0,0,,,
17960940729074005,lentesplus.latam,,04/01/2026 13:05,https://www.instagram.com/stories/lentesplus.latam/3865922668692280741,Historia de Instagram,64,56,0,0,,,
17885195769376600,lentesplus.latam,,04/01/2026 13:04,https://www.instagram.com/stories/lentesplus.latam/3865922437426764851,Historia de Instagram,70,61,0,0,,,
18160229863428943,lentesplus.latam,,04/01/2026 13:04,https://www.instagram.com/stories/lentesplus.latam/3865922189560125998,Historia de Instagram,73,62,0,0,,,
17901344391411706,lentesplus.latam,,04/01/2026 13:03,https://www.instagram.com/stories/lentesplus.latam/3865921979400341559,Historia de Instagram,84,64,0,0,,,
17902634574401343,lentesplus.latam,,04/01/2026 13:03,https://www.instagram.com/stories/lentesplus.latam/3865921724185341186,Historia de Instagram,89,68,0,0,,,
17857662324586776,lentesplus.latam,,04/01/2026 13:03,https://www.instagram.com/stories/lentesplus.latam/3865921520132446908,Historia de Instagram,92,72,0,0,,,
17863394703615478,lentesplus.latam,,04/01/2026 13:02,https://www.instagram.com/stories/lentesplus.latam/3865921281635974557,Historia de Instagram,97,80,0,0,,,
18124062295592335,lentesplus.latam,,04/01/2026 13:01,https://www.instagram.com/stories/lentesplus.latam/3865920998595926120,Historia de Instagram,117,95,0,0,,,
17986627427975359,lentesplus.latam,,03/31/2026 12:33,https://www.instagram.com/stories/lentesplus.latam/3865181917829715323,Historia de Instagram,135,104,0,0,,,1
18107375522499938,lentesplus.latam,,03/31/2026 12:33,https://www.instagram.com/stories/lentesplus.latam/3865181747473873841,Historia de Instagram,157,134,0,0,,,
18058932542440052,lentesplus.latam,,03/30/2026 09:05,https://www.instagram.com/stories/lentesplus.latam/3864352477789325911,Historia de Instagram,83,74,0,0,,,
18002545196906752,lentesplus.latam,,03/30/2026 09:05,https://www.instagram.com/stories/lentesplus.latam/3864352303247563893,Historia de Instagram,86,75,0,0,,,
18080015786409980,lentesplus.latam,,03/30/2026 09:04,https://www.instagram.com/stories/lentesplus.latam/3864352112658374462,Historia de Instagram,94,75,0,0,,,
18577481596025593,lentesplus.latam,,03/30/2026 09:04,https://www.instagram.com/stories/lentesplus.latam/3864351894495822136,Historia de Instagram,92,77,0,0,,,
18104113657918146,lentesplus.latam,,03/30/2026 09:03,https://www.instagram.com/stories/lentesplus.latam/3864351637552796179,Historia de Instagram,94,79,0,0,,,
18000940550877097,lentesplus.latam,,03/30/2026 09:03,https://www.instagram.com/stories/lentesplus.latam/3864351382463615505,Historia de Instagram,103,82,0,0,,,
18034743818789467,lentesplus.latam,,03/30/2026 09:02,https://www.instagram.com/stories/lentesplus.latam/3864351149394513078,Historia de Instagram,110,83,0,0,,,
17951090403113171,lentesplus.latam,,03/30/2026 09:02,https://www.instagram.com/stories/lentesplus.latam/3864350899523034950,Historia de Instagram,139,108,0,0,,,
17989462766951826,lentesplus.latam,,03/27/2026 14:09,https://www.instagram.com/stories/lentesplus.latam/3862330883776998706,Historia de Instagram,73,62,0,0,,,
18003715775904536,lentesplus.latam,,03/27/2026 14:08,https://www.instagram.com/stories/lentesplus.latam/3862330803071150196,Historia de Instagram,75,66,0,0,,,
17966536983019175,lentesplus.latam,,03/27/2026 14:08,https://www.instagram.com/stories/lentesplus.latam/3862330719108834008,Historia de Instagram,74,68,0,0,,,
18007539557853556,lentesplus.latam,,03/27/2026 14:08,https://www.instagram.com/stories/lentesplus.latam/3862330648090691512,Historia de Instagram,81,70,0,0,,,
18179951794383377,lentesplus.latam,,03/27/2026 14:08,https://www.instagram.com/stories/lentesplus.latam/3862330561026208573,Historia de Instagram,85,71,0,0,,,
17907173199200890,lentesplus.latam,,03/27/2026 14:08,https://www.instagram.com/stories/lentesplus.latam/3862330489806968366,Historia de Instagram,93,74,0,0,,,
18138102631506803,lentesplus.latam,,03/27/2026 14:08,https://www.instagram.com/stories/lentesplus.latam/3862330411389530970,Historia de Instagram,102,79,0,0,,,
18115110319676769,lentesplus.latam,,03/27/2026 14:07,https://www.instagram.com/stories/lentesplus.latam/3862330317966025270,Historia de Instagram,110,93,0,0,,,1
18072893450558414,lentesplus.latam,,03/26/2026 15:43,https://www.instagram.com/stories/lentesplus.latam/3861653670680593030,Historia de Instagram,140,108,2,0,,,
18595892539011498,lentesplus.latam,,03/26/2026 13:16,https://www.instagram.com/stories/lentesplus.latam/3861579700027538106,Historia de Instagram,138,100,0,0,,,
18398554057147158,lentesplus.latam,,03/26/2026 13:16,https://www.instagram.com/stories/lentesplus.latam/3861579613062861605,Historia de Instagram,149,107,0,0,,,
18057629258459505,lentesplus.latam,,03/26/2026 13:16,https://www.instagram.com/stories/lentesplus.latam/3861579536953031896,Historia de Instagram,167,139,0,0,,,
18062944715676789,lentesplus.latam,,03/25/2026 12:22,https://www.instagram.com/stories/lentesplus.latam/3860827697560359328,Historia de Instagram,75,59,0,0,,,
18123029800612264,lentesplus.latam,,03/25/2026 12:22,https://www.instagram.com/stories/lentesplus.latam/3860827545634337470,Historia de Instagram,73,64,0,0,,,
18097650643969066,lentesplus.latam,,03/25/2026 12:21,https://www.instagram.com/stories/lentesplus.latam/3860827406760912560,Historia de Instagram,75,66,0,0,,,
18159786409432167,lentesplus.latam,,03/25/2026 12:21,https://www.instagram.com/stories/lentesplus.latam/3860827256411864844,Historia de Instagram,80,67,0,0,,,
18349753807236180,lentesplus.latam,,03/25/2026 12:21,https://www.instagram.com/stories/lentesplus.latam/3860827111121187831,Historia de Instagram,84,69,0,0,,,
18075282785406499,lentesplus.latam,,03/25/2026 12:21,https://www.instagram.com/stories/lentesplus.latam/3860826953876731374,Historia de Instagram,87,70,0,0,,,
17962232364060821,lentesplus.latam,,03/25/2026 12:20,https://www.instagram.com/stories/lentesplus.latam/3860826809005463186,Historia de Instagram,88,71,0,0,,,
18137092309508281,lentesplus.latam,,03/25/2026 12:20,https://www.instagram.com/stories/lentesplus.latam/3860826640637743157,Historia de Instagram,111,101,0,0,,,
18063845972413744,lentesplus.latam,,03/24/2026 12:18,https://www.instagram.com/stories/lentesplus.latam/3860100712211276340,Historia de Instagram,135,112,0,0,,,
17951451452961117,lentesplus.latam,,03/24/2026 12:17,https://www.instagram.com/stories/lentesplus.latam/3860100607185869530,Historia de Instagram,151,135,0,0,,,
17861045199615060,lentesplus.latam,,03/20/2026 12:50,https://www.instagram.com/stories/lentesplus.latam/3857217763866034098,Historia de Instagram,69,63,0,0,,,
17927904492217655,lentesplus.latam,,03/20/2026 12:50,https://www.instagram.com/stories/lentesplus.latam/3857217699919685336,Historia de Instagram,72,64,0,0,,,
18037957727781334,lentesplus.latam,,03/20/2026 12:49,https://www.instagram.com/stories/lentesplus.latam/3857217627777655357,Historia de Instagram,76,68,0,0,,,
17927812071247671,lentesplus.latam,,03/20/2026 12:49,https://www.instagram.com/stories/lentesplus.latam/3857217555434260683,Historia de Instagram,79,71,0,0,,,
17890875618443474,lentesplus.latam,,03/20/2026 12:49,https://www.instagram.com/stories/lentesplus.latam/3857217488484812903,Historia de Instagram,81,72,0,0,,,
18310823083256594,lentesplus.latam,,03/20/2026 12:49,https://www.instagram.com/stories/lentesplus.latam/3857217398475006415,Historia de Instagram,84,74,0,0,,,
18125716552563301,lentesplus.latam,,03/20/2026 12:49,https://www.instagram.com/stories/lentesplus.latam/3857217305906710387,Historia de Instagram,88,76,0,0,,,
17876632206549404,lentesplus.latam,,03/20/2026 12:49,https://www.instagram.com/stories/lentesplus.latam/3857217217180410517,Historia de Instagram,114,100,0,0,,,
17950886298116992,lentesplus.latam,,03/19/2026 11:37,https://www.instagram.com/stories/lentesplus.latam/3856456523325525603,Historia de Instagram,86,75,0,0,,,
18112640431671927,lentesplus.latam,,03/19/2026 11:37,https://www.instagram.com/stories/lentesplus.latam/3856456442861901521,Historia de Instagram,96,82,0,0,,,
17929626846238301,lentesplus.latam,,03/19/2026 11:37,https://www.instagram.com/stories/lentesplus.latam/3856456377976083583,Historia de Instagram,104,83,0,0,,,
18157165372442153,lentesplus.latam,,03/19/2026 11:37,https://www.instagram.com/stories/lentesplus.latam/3856456290180796682,Historia de Instagram,113,88,0,0,,,
18579510796035624,lentesplus.latam,,03/19/2026 11:37,https://www.instagram.com/stories/lentesplus.latam/3856456229095056540,Historia de Instagram,120,89,0,0,,,
17913880134339599,lentesplus.latam,,03/19/2026 11:36,https://www.instagram.com/stories/lentesplus.latam/3856456142012969416,Historia de Instagram,129,98,0,0,,,
17906278038374226,lentesplus.latam,,03/19/2026 11:36,https://www.instagram.com/stories/lentesplus.latam/3856456054922425824,Historia de Instagram,145,111,0,0,,,
18071638547233571,lentesplus.latam,,03/19/2026 11:36,https://www.instagram.com/stories/lentesplus.latam/3856455989776481307,Historia de Instagram,164,138,0,0,,,
18061661348667682,lentesplus.latam,,03/18/2026 09:21,https://www.instagram.com/stories/lentesplus.latam/3855662963391364120,Historia de Instagram,83,68,0,0,,,
17915536467333441,lentesplus.latam,,03/18/2026 09:20,https://www.instagram.com/stories/lentesplus.latam/3855662878649646555,Historia de Instagram,84,69,0,0,,,
17985107528974628,lentesplus.latam,,03/18/2026 09:20,https://www.instagram.com/stories/lentesplus.latam/3855662792607677801,Historia de Instagram,90,71,0,0,,,
18113183251669877,lentesplus.latam,,03/18/2026 09:20,https://www.instagram.com/stories/lentesplus.latam/3855662709040352182,Historia de Instagram,92,71,0,0,,,
17964830208025068,lentesplus.latam,,03/18/2026 09:20,https://www.instagram.com/stories/lentesplus.latam/3855662598621137689,Historia de Instagram,87,74,0,0,,,
18156844876440101,lentesplus.latam,,03/18/2026 09:20,https://www.instagram.com/stories/lentesplus.latam/3855662507537636414,Historia de Instagram,93,78,0,0,,,
17981789300970923,lentesplus.latam,,03/18/2026 09:20,https://www.instagram.com/stories/lentesplus.latam/3855662429020263977,Historia de Instagram,107,83,0,0,,,
17916716637316406,lentesplus.latam,,03/18/2026 09:19,https://www.instagram.com/stories/lentesplus.latam/3855662341317350250,Historia de Instagram,132,106,0,0,,,
18072100487204144,lentesplus.latam,,03/17/2026 08:39,https://www.instagram.com/stories/lentesplus.latam/3854917228278147447,Historia de Instagram,106,85,0,0,,,
18389063026195425,lentesplus.latam,,02/09/2026 08:20,https://www.instagram.com/stories/lentesplus.latam/3828846099621350593,Historia de Instagram,93,76,0,0,,,
17937043494151125,lentesplus.latam,,02/11/2026 09:01,https://www.instagram.com/stories/lentesplus.latam/3830316094390086210,Historia de Instagram,170,145,0,0,,,
18117137644613811,lentesplus.latam,,02/11/2026 09:01,https://www.instagram.com/stories/lentesplus.latam/3830316245083045230,Historia de Instagram,146,112,0,0,,,
18067811540545340,lentesplus.latam,,02/11/2026 09:01,https://www.instagram.com/stories/lentesplus.latam/3830316370039779071,Historia de Instagram,144,107,0,0,,,
17852272059669283,lentesplus.latam,,02/11/2026 09:02,https://www.instagram.com/stories/lentesplus.latam/3830316496892309107,Historia de Instagram,138,105,0,0,,,
18063958376307122,lentesplus.latam,,02/11/2026 09:02,https://www.instagram.com/stories/lentesplus.latam/3830316628417276405,Historia de Instagram,127,103,0,0,,,
18090772424026257,lentesplus.latam,,02/11/2026 09:02,https://www.instagram.com/stories/lentesplus.latam/3830316788337695159,Historia de Instagram,117,100,0,0,,,
18191583421353465,lentesplus.latam,,02/11/2026 09:03,https://www.instagram.com/stories/lentesplus.latam/3830316961889616095,Historia de Instagram,111,98,0,0,,,
18102155236868020,lentesplus.latam,,02/11/2026 09:03,https://www.instagram.com/stories/lentesplus.latam/3830317089799138375,Historia de Instagram,103,92,0,0,,,
17866643265562943,lentesplus.latam,,02/13/2026 09:00,https://www.instagram.com/stories/lentesplus.latam/3831765292111976243,Historia de Instagram,143,116,0,0,,,
17876239164487268,lentesplus.latam,,02/13/2026 09:00,https://www.instagram.com/stories/lentesplus.latam/3831765454398008037,Historia de Instagram,104,88,0,0,,,
18126694006478902,lentesplus.latam,,02/13/2026 09:01,https://www.instagram.com/stories/lentesplus.latam/3831765596006119462,Historia de Instagram,99,86,0,0,,,
17993948723912574,lentesplus.latam,,02/13/2026 09:01,https://www.instagram.com/stories/lentesplus.latam/3831765768886921783,Historia de Instagram,93,83,0,0,,,
18118328725610177,lentesplus.latam,,02/13/2026 09:01,https://www.instagram.com/stories/lentesplus.latam/3831765933924405108,Historia de Instagram,88,79,0,0,,,
18441894850108839,lentesplus.latam,,02/13/2026 09:02,https://www.instagram.com/stories/lentesplus.latam/3831766102501825112,Historia de Instagram,84,77,0,0,,,
17886542883327594,lentesplus.latam,,02/13/2026 09:02,https://www.instagram.com/stories/lentesplus.latam/3831766261096904807,Historia de Instagram,83,76,0,0,,,
17847946713685217,lentesplus.latam,,02/16/2026 09:23,https://www.instagram.com/stories/lentesplus.latam/3833950964320271561,Historia de Instagram,188,164,0,0,,,
17965864851030898,lentesplus.latam,,02/16/2026 09:23,https://www.instagram.com/stories/lentesplus.latam/3833951048340547414,Historia de Instagram,155,132,0,0,,,
17936696796015278,lentesplus.latam,,02/16/2026 09:23,https://www.instagram.com/stories/lentesplus.latam/3833951137385669384,Historia de Instagram,156,125,0,0,,,
18112221382631776,lentesplus.latam,,02/16/2026 09:23,https://www.instagram.com/stories/lentesplus.latam/3833951214955089030,Historia de Instagram,147,123,0,0,,,
17901248172373731,lentesplus.latam,,02/16/2026 09:23,https://www.instagram.com/stories/lentesplus.latam/3833951306692908583,Historia de Instagram,141,119,0,0,,,
18560073829039262,lentesplus.latam,,02/16/2026 09:24,https://www.instagram.com/stories/lentesplus.latam/3833951398497823003,Historia de Instagram,136,113,0,0,,,
